Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice
495949,21127,COLOURFUL FISHING GNOME,1.0,2010-01-27 16:54:00,5.95,14606.0,United Kingdom,5.95
495949,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,4.0,2010-01-27 16:54:00,5.95,14606.0,United Kingdom,23.8
495949,37370,RETRO COFFEE MUGS ASSORTED,5.0,2010-01-27 16:54:00,1.25,14606.0,United Kingdom,6.25
495950,82486,WOOD S/3 CABINET ANT WHITE FINISH,2.0,2010-01-27 17:11:00,7.95,12843.0,United Kingdom,15.9
495954,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,24.0,2010-01-28 09:00:00,2.55,14828.0,United Kingdom,61.199999999999996
495954,21172,PARTY METAL SIGN ,96.0,2010-01-28 09:00:00,1.25,14828.0,United Kingdom,120.0
495954,84792,ENCHANTED BIRD COATHANGER 5 HOOK,24.0,2010-01-28 09:00:00,3.81,14828.0,United Kingdom,91.44
495954,22348,TEA BAG PLATE RED SPOTTY ,48.0,2010-01-28 09:00:00,0.85,14828.0,United Kingdom,40.8
495954,21164,HOME SWEET HOME METAL SIGN ,72.0,2010-01-28 09:00:00,2.55,14828.0,United Kingdom,183.6
495954,21174,POTTERING IN THE SHED METAL SIGN,48.0,2010-01-28 09:00:00,1.65,14828.0,United Kingdom,79.19999999999999
495954,21181,PLEASE ONE PERSON  METAL SIGN,48.0,2010-01-28 09:00:00,1.85,14828.0,United Kingdom,88.80000000000001
495954,21908,CHOCOLATE THIS WAY METAL SIGN,48.0,2010-01-28 09:00:00,1.85,14828.0,United Kingdom,88.80000000000001
495954,21524,SPOTTY  HOME SWEET HOME DOORMAT,10.0,2010-01-28 09:00:00,5.95,14828.0,United Kingdom,59.5
495954,21754,HOME BUILDING BLOCK WORD,18.0,2010-01-28 09:00:00,5.45,14828.0,United Kingdom,98.10000000000001
495955,48184,DOOR MAT ENGLISH ROSE ,2.0,2010-01-28 09:09:00,6.75,14625.0,United Kingdom,13.5
495955,84050,PINK HEART SHAPE EGG FRYING PAN,6.0,2010-01-28 09:09:00,1.65,14625.0,United Kingdom,9.899999999999999
495955,21455,PAINTED YELLOW WOODEN DAISY,12.0,2010-01-28 09:09:00,0.85,14625.0,United Kingdom,10.2
495955,21792,CLASSIC FRENCH STYLE BASKET GREEN ,2.0,2010-01-28 09:09:00,6.75,14625.0,United Kingdom,13.5
495955,22348,TEA BAG PLATE RED SPOTTY ,12.0,2010-01-28 09:09:00,0.85,14625.0,United Kingdom,10.2
495955,21843,RETRO SPOT CAKE STAND,1.0,2010-01-28 09:09:00,10.95,14625.0,United Kingdom,10.95
495955,21535,RETRO SPOT SMALL MILK JUG,6.0,2010-01-28 09:09:00,2.55,14625.0,United Kingdom,15.299999999999999
495955,21533,RETRO SPOT LARGE MILK JUG,3.0,2010-01-28 09:09:00,4.95,14625.0,United Kingdom,14.850000000000001
495955,22236,CAKE STAND 3 TIER MAGIC GARDEN,2.0,2010-01-28 09:09:00,12.75,14625.0,United Kingdom,25.5
495955,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6.0,2010-01-28 09:09:00,2.95,14625.0,United Kingdom,17.700000000000003
495955,20665,RED SPOTTY PURSE ,6.0,2010-01-28 09:09:00,2.95,14625.0,United Kingdom,17.700000000000003
495955,84881,BLUE WIRE SPIRAL CANDLE HOLDER,2.0,2010-01-28 09:09:00,6.35,14625.0,United Kingdom,12.7
495955,21314,SMALL GLASS HEART TRINKET POT,8.0,2010-01-28 09:09:00,2.1,14625.0,United Kingdom,16.8
495955,21411,GINGHAM HEART  DOORSTOP RED,3.0,2010-01-28 09:09:00,4.25,14625.0,United Kingdom,12.75
495955,21563,RED HEART SHAPE LOVE BUCKET ,6.0,2010-01-28 09:09:00,2.95,14625.0,United Kingdom,17.700000000000003
495955,21564,PINK  HEART SHAPE LOVE BUCKET ,6.0,2010-01-28 09:09:00,2.95,14625.0,United Kingdom,17.700000000000003
495955,21677,HEARTS  STICKERS,12.0,2010-01-28 09:09:00,0.85,14625.0,United Kingdom,10.2
495955,21985,PACK OF 12 HEARTS DESIGN TISSUES ,48.0,2010-01-28 09:09:00,0.29,14625.0,United Kingdom,13.919999999999998
495955,22131,FOOD CONTAINER SET 3 LOVE HEART ,6.0,2010-01-28 09:09:00,1.95,14625.0,United Kingdom,11.7
495955,22079,RIBBON REEL HEARTS DESIGN ,10.0,2010-01-28 09:09:00,1.65,14625.0,United Kingdom,16.5
495955,22195,LARGE HEART MEASURING SPOONS,12.0,2010-01-28 09:09:00,1.65,14625.0,United Kingdom,19.799999999999997
495955,84836,ZINC METAL HEART DECORATION,12.0,2010-01-28 09:09:00,1.25,14625.0,United Kingdom,15.0
495955,84992,72 SWEETHEART FAIRY CAKE CASES,24.0,2010-01-28 09:09:00,0.55,14625.0,United Kingdom,13.200000000000001
495955,84988,SET OF 72 PINK HEART PAPER DOILIES,12.0,2010-01-28 09:09:00,1.45,14625.0,United Kingdom,17.4
495955,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6.0,2010-01-28 09:09:00,2.1,14625.0,United Kingdom,12.600000000000001
495955,20751,FUNKY WASHING UP GLOVES ASSORTED,12.0,2010-01-28 09:09:00,2.1,14625.0,United Kingdom,25.200000000000003
495955,21212,PACK OF 72 RETRO SPOT CAKE CASES,24.0,2010-01-28 09:09:00,0.55,14625.0,United Kingdom,13.200000000000001
495955,85165,CANDY PINK FRENCH BOUDOIR CLOCK,1.0,2010-01-28 09:09:00,9.95,14625.0,United Kingdom,9.95
495955,21625,VINTAGE UNION JACK APRON,3.0,2010-01-28 09:09:00,6.95,14625.0,United Kingdom,20.85
495955,20685,RED SPOTTY COIR DOORMAT,2.0,2010-01-28 09:09:00,6.75,14625.0,United Kingdom,13.5
495956,79323LP,LIGHT PINK CHERRY LIGHTS,24.0,2010-01-28 09:20:00,5.45,17809.0,United Kingdom,130.8
495956,79323W, WHITE CHERRY LIGHTS,48.0,2010-01-28 09:20:00,5.45,17809.0,United Kingdom,261.6
495956,79323P,PINK CHERRY LIGHTS,48.0,2010-01-28 09:20:00,5.45,17809.0,United Kingdom,261.6
495957,21356,TOAST ITS - FAIRY FLOWER,12.0,2010-01-28 09:27:00,1.25,17695.0,United Kingdom,15.0
495957,21355,TOAST ITS - I LOVE YOU ,48.0,2010-01-28 09:27:00,1.25,17695.0,United Kingdom,60.0
495957,21354,TOAST ITS - BEST MUM,12.0,2010-01-28 09:27:00,1.25,17695.0,United Kingdom,15.0
495957,21357,TOAST ITS - DINOSAUR,12.0,2010-01-28 09:27:00,1.25,17695.0,United Kingdom,15.0
495957,84378,SET OF 3 HEART COOKIE CUTTERS,12.0,2010-01-28 09:27:00,1.25,17695.0,United Kingdom,15.0
495957,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12.0,2010-01-28 09:27:00,1.25,17695.0,United Kingdom,15.0
495957,21212,PACK OF 72 RETRO SPOT CAKE CASES,24.0,2010-01-28 09:27:00,0.55,17695.0,United Kingdom,13.200000000000001
495957,21975,PACK OF 60 DINOSAUR CAKE CASES,24.0,2010-01-28 09:27:00,0.55,17695.0,United Kingdom,13.200000000000001
495957,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48.0,2010-01-28 09:27:00,0.55,17695.0,United Kingdom,26.400000000000002
495957,84991,60 TEATIME FAIRY CAKE CASES,48.0,2010-01-28 09:27:00,0.55,17695.0,United Kingdom,26.400000000000002
495957,84992,72 SWEETHEART FAIRY CAKE CASES,48.0,2010-01-28 09:27:00,0.55,17695.0,United Kingdom,26.400000000000002
495957,22079,RIBBON REEL HEARTS DESIGN ,10.0,2010-01-28 09:27:00,1.65,17695.0,United Kingdom,16.5
495957,84375,SET OF 20 KIDS COOKIE CUTTERS,24.0,2010-01-28 09:27:00,1.95,17695.0,United Kingdom,46.8
495958,21407,BROWN CHECK CAT DOORSTOP ,1.0,2010-01-28 09:38:00,4.25,17982.0,United Kingdom,4.25
495958,21985,PACK OF 12 HEARTS DESIGN TISSUES ,36.0,2010-01-28 09:38:00,0.29,17982.0,United Kingdom,10.44
495958,20669,RED HEART LUGGAGE TAG,5.0,2010-01-28 09:38:00,1.25,17982.0,United Kingdom,6.25
495958,84029E,RED WOOLLY HOTTIE WHITE HEART.,6.0,2010-01-28 09:38:00,3.75,17982.0,United Kingdom,22.5
495958,22131,FOOD CONTAINER SET 3 LOVE HEART ,3.0,2010-01-28 09:38:00,1.95,17982.0,United Kingdom,5.85
495958,20985,HEART CALCULATOR,18.0,2010-01-28 09:38:00,1.25,17982.0,United Kingdom,22.5
495958,85222,ASSORTED COLOUR SILK COSMETIC PURSE,12.0,2010-01-28 09:38:00,2.1,17982.0,United Kingdom,25.200000000000003
495958,22134,LADLE LOVE HEART RED ,12.0,2010-01-28 09:38:00,0.42,17982.0,United Kingdom,5.04
495958,21864,UNION JACK FLAG PASSPORT COVER ,5.0,2010-01-28 09:38:00,2.1,17982.0,United Kingdom,10.5
495958,21866,UNION JACK FLAG LUGGAGE TAG,4.0,2010-01-28 09:38:00,1.25,17982.0,United Kingdom,5.0
495958,21411,GINGHAM HEART  DOORSTOP RED,2.0,2010-01-28 09:38:00,4.25,17982.0,United Kingdom,8.5
495958,85099F,JUMBO BAG STRAWBERRY,1.0,2010-01-28 09:38:00,1.95,17982.0,United Kingdom,1.95
495958,90090,PINK CRYSTAL HEART PHONE CHARM,12.0,2010-01-28 09:38:00,0.85,17982.0,United Kingdom,10.2
495960,22146,EASTER CRAFT IVY WREATH WITH CHICK,40.0,2010-01-28 10:06:00,1.65,14952.0,United Kingdom,66.0
495960,22148,EASTER CRAFT 4 CHICKS ,40.0,2010-01-28 10:06:00,1.65,14952.0,United Kingdom,66.0
495960,22147,FELTCRAFT BUTTERFLY HEARTS,40.0,2010-01-28 10:06:00,1.25,14952.0,United Kingdom,50.0
495960,20971,PINK BLUE FELT CRAFT TRINKET BOX,36.0,2010-01-28 10:06:00,1.25,14952.0,United Kingdom,45.0
495960,20972,PINK CREAM FELT CRAFT TRINKET BOX ,36.0,2010-01-28 10:06:00,1.25,14952.0,United Kingdom,45.0
495960,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,36.0,2010-01-28 10:06:00,3.39,14952.0,United Kingdom,122.04
495960,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,36.0,2010-01-28 10:06:00,3.39,14952.0,United Kingdom,122.04
495960,22273,FELTCRAFT DOLL MOLLY,24.0,2010-01-28 10:06:00,2.95,14952.0,United Kingdom,70.80000000000001
495962,21459,YELLOW EASTER EGG HUNT START POST,6.0,2010-01-28 10:08:00,1.95,14465.0,United Kingdom,11.7
495962,22261,FELT EGG COSY WHITE RABBIT ,12.0,2010-01-28 10:08:00,0.85,14465.0,United Kingdom,10.2
495962,22260,FELT EGG COSY BLUE RABBIT ,12.0,2010-01-28 10:08:00,0.85,14465.0,United Kingdom,10.2
495962,22331,WOODLAND PARTY BAG + STICKER SET,16.0,2010-01-28 10:08:00,1.65,14465.0,United Kingdom,26.4
495962,21091,SET/6 WOODLAND PAPER PLATES,24.0,2010-01-28 10:08:00,0.85,14465.0,United Kingdom,20.4
495962,21085,SET/6 WOODLAND PAPER CUPS,24.0,2010-01-28 10:08:00,0.65,14465.0,United Kingdom,15.600000000000001
495962,21077,SET/20 WOODLAND PAPER NAPKINS ,12.0,2010-01-28 10:08:00,0.85,14465.0,United Kingdom,10.2
495962,21058,PARTY INVITES WOODLAND,12.0,2010-01-28 10:08:00,0.85,14465.0,United Kingdom,10.2
495962,21542,WOODLAND WATER TRANSFER TATTOOS ,12.0,2010-01-28 10:08:00,0.85,14465.0,United Kingdom,10.2
495962,21090,SET/6 COLLAGE PAPER PLATES,24.0,2010-01-28 10:08:00,0.85,14465.0,United Kingdom,20.4
495962,21084,SET/6 COLLAGE PAPER CUPS,24.0,2010-01-28 10:08:00,0.65,14465.0,United Kingdom,15.600000000000001
495962,21076,SET/20 COLLAGE PAPER NAPKIN ,12.0,2010-01-28 10:08:00,0.85,14465.0,United Kingdom,10.2
495962,85205B,PINK FELT EASTER RABBIT GARLAND,6.0,2010-01-28 10:08:00,2.55,14465.0,United Kingdom,15.299999999999999
495962,84455,SET OF 3 RABBIT CARROTS EASTER,12.0,2010-01-28 10:08:00,0.85,14465.0,United Kingdom,10.2
495962,22021,BLUE FELT EASTER EGG BASKET,54.0,2010-01-28 10:08:00,1.45,14465.0,United Kingdom,78.3
495962,21438,TUB 24 HANGING EASTER EGGS SPOTTY,4.0,2010-01-28 10:08:00,3.75,14465.0,United Kingdom,15.0
495962,21383,PACK OF 12 STICKY BUNNIES,24.0,2010-01-28 10:08:00,0.65,14465.0,United Kingdom,15.600000000000001
495963,22193,RED DINER WALL CLOCK,2.0,2010-01-28 10:42:00,8.5,13448.0,United Kingdom,17.0
495963,22194,BLACK DINER WALL CLOCK,1.0,2010-01-28 10:42:00,8.5,13448.0,United Kingdom,8.5
495963,22192,BLUE DINER WALL CLOCK,1.0,2010-01-28 10:42:00,8.5,13448.0,United Kingdom,8.5
495963,84537B,FAIRY CAKES GIFT BAG,12.0,2010-01-28 10:42:00,0.42,13448.0,United Kingdom,5.04
495963,21519,GIN & TONIC DIET GREETING CARD ,12.0,2010-01-28 10:42:00,0.42,13448.0,United Kingdom,5.04
495963,21354,TOAST ITS - BEST MUM,4.0,2010-01-28 10:42:00,1.25,13448.0,United Kingdom,5.0
495963,21355,TOAST ITS - I LOVE YOU ,4.0,2010-01-28 10:42:00,1.25,13448.0,United Kingdom,5.0
495963,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2.0,2010-01-28 10:42:00,9.95,13448.0,United Kingdom,19.9
495963,21564,PINK  HEART SHAPE LOVE BUCKET ,2.0,2010-01-28 10:42:00,2.95,13448.0,United Kingdom,5.9
495963,21563,RED HEART SHAPE LOVE BUCKET ,2.0,2010-01-28 10:42:00,2.95,13448.0,United Kingdom,5.9
495963,21173,LOO ROLL  METAL SIGN ,4.0,2010-01-28 10:42:00,1.65,13448.0,United Kingdom,6.6
495963,21172,PARTY METAL SIGN ,7.0,2010-01-28 10:42:00,1.45,13448.0,United Kingdom,10.15
495963,82552,WASHROOM METAL SIGN,7.0,2010-01-28 10:42:00,1.25,13448.0,United Kingdom,8.75
495963,82551,LAUNDRY 15C METAL SIGN,6.0,2010-01-28 10:42:00,1.25,13448.0,United Kingdom,7.5
495963,22109,FULL ENGLISH BREAKFAST PLATE,3.0,2010-01-28 10:42:00,3.75,13448.0,United Kingdom,11.25
495963,85152,HAND OVER THE CHOCOLATE   SIGN ,6.0,2010-01-28 10:42:00,2.1,13448.0,United Kingdom,12.600000000000001
495963,21175,GIN + TONIC DIET METAL SIGN,1.0,2010-01-28 10:42:00,2.1,13448.0,United Kingdom,2.1
495963,82600,NO SINGING METAL SIGN,4.0,2010-01-28 10:42:00,2.1,13448.0,United Kingdom,8.4
495963,82583,HOT BATHS METAL SIGN,4.0,2010-01-28 10:42:00,2.1,13448.0,United Kingdom,8.4
495963,21903,MAN FLU METAL SIGN,6.0,2010-01-28 10:42:00,2.1,13448.0,United Kingdom,12.600000000000001
495963,21908,CHOCOLATE THIS WAY METAL SIGN,6.0,2010-01-28 10:42:00,2.1,13448.0,United Kingdom,12.600000000000001
495963,37503,TEA TIME CAKE STAND IN GIFT BOX,3.0,2010-01-28 10:42:00,10.75,13448.0,United Kingdom,32.25
495963,21190,PINK HEARTS PAPER GARLAND,4.0,2010-01-28 10:42:00,1.65,13448.0,United Kingdom,6.6
495963,22357,KINGS CHOICE BISCUIT TIN,2.0,2010-01-28 10:42:00,4.25,13448.0,United Kingdom,8.5
495963,84988,SET OF 72 PINK HEART PAPER DOILIES,4.0,2010-01-28 10:42:00,1.45,13448.0,United Kingdom,5.8
495963,84313B,BLUE TV TRAY TABLE ,1.0,2010-01-28 10:42:00,4.25,13448.0,United Kingdom,4.25
495963,84313A,PINK TV TRAY TABLE ,4.0,2010-01-28 10:42:00,4.25,13448.0,United Kingdom,17.0
495963,47559B,TEA TIME OVEN GLOVE,4.0,2010-01-28 10:42:00,1.25,13448.0,United Kingdom,5.0
495963,21518,BANK ACCOUNT  GREETING  CARD ,12.0,2010-01-28 10:42:00,0.42,13448.0,United Kingdom,5.04
495963,22112,CHOCOLATE HOT WATER BOTTLE,4.0,2010-01-28 10:42:00,4.95,13448.0,United Kingdom,19.8
495963,84029E,RED WOOLLY HOTTIE WHITE HEART.,4.0,2010-01-28 10:42:00,3.75,13448.0,United Kingdom,15.0
495963,21485,RED SPOT HEART HOT WATER BOTTLE,4.0,2010-01-28 10:42:00,4.95,13448.0,United Kingdom,19.8
495963,22358,KINGS CHOICE TEA CADDY ,4.0,2010-01-28 10:42:00,2.95,13448.0,United Kingdom,11.8
495963,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24.0,2010-01-28 10:42:00,0.29,13448.0,United Kingdom,6.959999999999999
495963,84249D,FAIRY CAKE GREETINGS CARD,12.0,2010-01-28 10:42:00,0.42,13448.0,United Kingdom,5.04
495963,21520,BOOZE & WOMEN GREETING CARD ,12.0,2010-01-28 10:42:00,0.42,13448.0,United Kingdom,5.04
495963,20961,STRAWBERRY BATH SPONGE ,10.0,2010-01-28 10:42:00,1.25,13448.0,United Kingdom,12.5
495963,22066,LOVE HEART TRINKET POT,14.0,2010-01-28 10:42:00,1.45,13448.0,United Kingdom,20.3
495963,21947,SET OF 6 HEART CHOPSTICKS,12.0,2010-01-28 10:42:00,1.25,13448.0,United Kingdom,15.0
495963,21677,HEARTS  STICKERS,12.0,2010-01-28 10:42:00,0.85,13448.0,United Kingdom,10.2
495963,84674,FLYING PIG WATERING CAN,4.0,2010-01-28 10:42:00,2.95,13448.0,United Kingdom,11.8
495963,47599B,BLUE PARTY BAGS ,6.0,2010-01-28 10:42:00,2.1,13448.0,United Kingdom,12.600000000000001
495963,47599A,PINK PARTY BAGS,6.0,2010-01-28 10:42:00,2.1,13448.0,United Kingdom,12.600000000000001
495963,21232,STRAWBERRY CERAMIC TRINKET BOX,8.0,2010-01-28 10:42:00,1.25,13448.0,United Kingdom,10.0
495963,22311,OFFICE MUG WARMER BLACK+SILVER ,2.0,2010-01-28 10:42:00,4.95,13448.0,United Kingdom,9.9
495963,22312,OFFICE MUG WARMER POLKADOT,4.0,2010-01-28 10:42:00,4.95,13448.0,United Kingdom,19.8
495993,85231B,CINAMMON SET OF 9 T-LIGHTS,1.0,2010-01-28 11:33:00,0.85,14672.0,United Kingdom,0.85
495993,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,3.0,2010-01-28 11:33:00,0.42,14672.0,United Kingdom,1.26
495993,85231L,LAVENDER SCENTED SET/9 T-LIGHTS,2.0,2010-01-28 11:33:00,0.85,14672.0,United Kingdom,1.7
495993,22100,SKULLS SQUARE TISSUE BOX,1.0,2010-01-28 11:33:00,1.25,14672.0,United Kingdom,1.25
495993,21754,HOME BUILDING BLOCK WORD,2.0,2010-01-28 11:33:00,5.95,14672.0,United Kingdom,11.9
495993,85174,S/4 CACTI CANDLES,1.0,2010-01-28 11:33:00,4.95,14672.0,United Kingdom,4.95
495993,85041,SET/4 PINK ORCHID CANDLES IN BOWL,2.0,2010-01-28 11:33:00,1.65,14672.0,United Kingdom,3.3
495993,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2.0,2010-01-28 11:33:00,1.65,14672.0,United Kingdom,3.3
495993,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2.0,2010-01-28 11:33:00,1.65,14672.0,United Kingdom,3.3
495993,21034,REX CASH+CARRY JUMBO SHOPPER,1.0,2010-01-28 11:33:00,0.95,14672.0,United Kingdom,0.95
495993,48138,DOOR MAT UNION FLAG,2.0,2010-01-28 11:33:00,6.75,14672.0,United Kingdom,13.5
495993,48185,DOOR MAT FAIRY CAKE,2.0,2010-01-28 11:33:00,6.75,14672.0,United Kingdom,13.5
495993,22189,CREAM HEART CARD HOLDER,2.0,2010-01-28 11:33:00,3.95,14672.0,United Kingdom,7.9
495993,21670,BLUE SPOT CERAMIC DRAWER KNOB,6.0,2010-01-28 11:33:00,1.25,14672.0,United Kingdom,7.5
495993,21671,RED SPOT CERAMIC DRAWER KNOB,6.0,2010-01-28 11:33:00,1.25,14672.0,United Kingdom,7.5
495993,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6.0,2010-01-28 11:33:00,1.25,14672.0,United Kingdom,7.5
495993,21733,RED HANGING HEART T-LIGHT HOLDER,3.0,2010-01-28 11:33:00,2.95,14672.0,United Kingdom,8.850000000000001
495993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2010-01-28 11:33:00,2.95,14672.0,United Kingdom,2.95
495993,84813,SET OF 4 DIAMOND NAPKIN RINGS,2.0,2010-01-28 11:33:00,12.75,14672.0,United Kingdom,25.5
495993,85231G,ORANGE SCENTED SET/9 T-LIGHTS,2.0,2010-01-28 11:33:00,0.85,14672.0,United Kingdom,1.7
495993,85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,2.0,2010-01-28 11:33:00,0.85,14672.0,United Kingdom,1.7
495993,22253,6 CROCHET STRAWBERRIES,6.0,2010-01-28 11:33:00,1.25,14672.0,United Kingdom,7.5
495993,72122,COFFEE SCENT PILLAR CANDLE,3.0,2010-01-28 11:33:00,0.95,14672.0,United Kingdom,2.8499999999999996
495993,72484,ROSES IN WHITE HEART CANDLE ,2.0,2010-01-28 11:33:00,1.25,14672.0,United Kingdom,2.5
495993,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2.0,2010-01-28 11:33:00,2.1,14672.0,United Kingdom,4.2
495993,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2.0,2010-01-28 11:33:00,2.1,14672.0,United Kingdom,4.2
495993,72484,ROSES IN WHITE HEART CANDLE ,3.0,2010-01-28 11:33:00,1.25,14672.0,United Kingdom,3.75
495994,37494A,FAIRY CAKE CERAMIC BUTTER DISH,4.0,2010-01-28 11:36:00,2.95,15563.0,United Kingdom,11.8
495994,22061,LARGE CAKE STAND  HANGING STRAWBERY,2.0,2010-01-28 11:36:00,9.95,15563.0,United Kingdom,19.9
495994,21495,SKULLS WRAP,25.0,2010-01-28 11:36:00,0.42,15563.0,United Kingdom,10.5
495994,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,1.0,2010-01-28 11:36:00,3.75,15563.0,United Kingdom,3.75
495994,90167,BEADED LOVE HEART JEWELLERY SET,12.0,2010-01-28 11:36:00,0.85,15563.0,United Kingdom,10.2
495994,22134,LADLE LOVE HEART RED ,12.0,2010-01-28 11:36:00,0.42,15563.0,United Kingdom,5.04
495994,22196,SMALL HEART MEASURING SPOONS,8.0,2010-01-28 11:36:00,0.85,15563.0,United Kingdom,6.8
495994,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3.0,2010-01-28 11:36:00,2.95,15563.0,United Kingdom,8.850000000000001
495994,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6.0,2010-01-28 11:36:00,2.95,15563.0,United Kingdom,17.700000000000003
495994,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3.0,2010-01-28 11:36:00,2.95,15563.0,United Kingdom,8.850000000000001
495994,22054,MINI CAKE STAND HANGING HEARTS,6.0,2010-01-28 11:36:00,1.65,15563.0,United Kingdom,9.899999999999999
495994,22056,CERAMIC PLATE LOVE HEART DESIGN,4.0,2010-01-28 11:36:00,1.49,15563.0,United Kingdom,5.96
495994,22067,CHOC TRUFFLE GOLD TRINKET POT ,4.0,2010-01-28 11:36:00,1.65,15563.0,United Kingdom,6.6
495994,22058,CERAMIC LOVE HEARTS DESIGN MUG,6.0,2010-01-28 11:36:00,1.49,15563.0,United Kingdom,8.94
495994,22109,FULL ENGLISH BREAKFAST PLATE,4.0,2010-01-28 11:36:00,3.75,15563.0,United Kingdom,15.0
495994,72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,2.0,2010-01-28 11:36:00,3.75,15563.0,United Kingdom,7.5
495994,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,3.0,2010-01-28 11:36:00,3.75,15563.0,United Kingdom,11.25
495994,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,2.0,2010-01-28 11:36:00,3.75,15563.0,United Kingdom,7.5
495994,20914,SET/5 RED SPOTTY LID GLASS BOWLS,6.0,2010-01-28 11:36:00,2.95,15563.0,United Kingdom,17.700000000000003
495994,79341,WILLOW BRANCH LIGHTS.,6.0,2010-01-28 11:36:00,6.75,15563.0,United Kingdom,40.5
495994,21868,POTTING SHED TEA MUG,12.0,2010-01-28 11:36:00,1.25,15563.0,United Kingdom,15.0
495994,20676,RED SPOTTY BOWL,8.0,2010-01-28 11:36:00,1.25,15563.0,United Kingdom,10.0
495994,22068,BLACK PIRATE TREASURE CHEST,6.0,2010-01-28 11:36:00,1.65,15563.0,United Kingdom,9.899999999999999
495994,37424,WHITE WITH BLACK CATS MUG,12.0,2010-01-28 11:36:00,0.85,15563.0,United Kingdom,10.2
495994,37423,WHITE WITH BLACK CATS PLATE,6.0,2010-01-28 11:36:00,0.85,15563.0,United Kingdom,5.1
495994,37422,WHITE WITH BLACK CATS BOWL,12.0,2010-01-28 11:36:00,0.85,15563.0,United Kingdom,10.2
495994,21704,BAG 250g SWIRLY MARBLES,6.0,2010-01-28 11:36:00,0.85,15563.0,United Kingdom,5.1
495994,21918,SET 12 KIDS COLOUR  CHALK STICKS,24.0,2010-01-28 11:36:00,0.42,15563.0,United Kingdom,10.08
495994,21917,SET 12 KIDS  WHITE CHALK STICKS,12.0,2010-01-28 11:36:00,0.42,15563.0,United Kingdom,5.04
495994,22348,TEA BAG PLATE RED SPOTTY ,12.0,2010-01-28 11:36:00,0.85,15563.0,United Kingdom,10.2
495994,21245,GREEN  SPOTTY PLATE ,3.0,2010-01-28 11:36:00,1.69,15563.0,United Kingdom,5.07
495994,21242,RED SPOTTY PLATE ,3.0,2010-01-28 11:36:00,1.69,15563.0,United Kingdom,5.07
495994,84270,ASSTD DESIGN BUBBLE GUM RING,90.0,2010-01-28 11:36:00,0.21,15563.0,United Kingdom,18.9
495994,21238,RED SPOTTY CUP,8.0,2010-01-28 11:36:00,0.85,15563.0,United Kingdom,6.8
495994,72801F,S/4 FESTIVE RED DINNER CANDLES,12.0,2010-01-28 11:36:00,1.25,15563.0,United Kingdom,15.0
495994,84988,SET OF 72 PINK HEART PAPER DOILIES,6.0,2010-01-28 11:36:00,1.45,15563.0,United Kingdom,8.7
495994,21211,SET OF 72 SKULL PAPER  DOILIES,6.0,2010-01-28 11:36:00,1.45,15563.0,United Kingdom,8.7
495994,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,6.0,2010-01-28 11:36:00,1.45,15563.0,United Kingdom,8.7
495994,37461,FUNKY MONKEY MUG,12.0,2010-01-28 11:36:00,1.25,15563.0,United Kingdom,15.0
495994,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,4.0,2010-01-28 11:36:00,2.95,15563.0,United Kingdom,11.8
495995,72750D,F.FAIRY S/3 CANDLE/GLASS,19.0,2010-01-28 11:40:00,1.95,13694.0,United Kingdom,37.05
496002,22028,PENNY FARTHING BIRTHDAY CARD,12.0,2010-01-28 12:06:00,0.42,16746.0,United Kingdom,5.04
496002,22024,RAINY LADIES BIRTHDAY CARD,12.0,2010-01-28 12:06:00,0.42,16746.0,United Kingdom,5.04
496002,22027,TEA PARTY BIRTHDAY CARD,12.0,2010-01-28 12:06:00,0.42,16746.0,United Kingdom,5.04
496002,84050,PINK HEART SHAPE EGG FRYING PAN,6.0,2010-01-28 12:06:00,1.65,16746.0,United Kingdom,9.899999999999999
