Customer ID,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
12759,39,2,1703.6800000000003,3,3,5,335,Loyal Customers
15911,98,8,1702.3400000000015,2,5,5,255,At Risk
12932,13,8,1698.5600000000002,5,5,5,555,Champions
12358,25,2,1697.9300000000003,4,3,5,435,Loyal Customers
15680,56,5,1686.9900000000002,3,5,5,355,Loyal Customers
15502,29,1,1686.4100000000003,4,1,5,415,New Customers
13152,3,5,1685.2500000000005,5,5,5,555,Champions
14112,37,3,1684.82,4,4,5,445,Champions
13557,21,7,1681.11,4,5,5,455,Champions
12911,26,1,1680.47,4,1,5,415,New Customers
12982,13,4,1678.4599999999998,5,4,5,545,Champions
16839,14,4,1676.96,5,4,5,545,Champions
14831,154,3,1676.5700000000004,1,4,5,145,At Risk
17526,22,5,1674.25,4,5,5,455,Champions
12854,35,4,1669.5200000000004,4,4,5,445,Champions
17838,49,5,1668.3800000000008,3,5,5,355,Loyal Customers
13883,37,6,1661.4400000000005,4,5,5,455,Champions
17083,1,4,1659.4700000000005,5,4,5,545,Champions
12701,3,4,1648.7000000000005,5,4,5,545,Champions
14548,45,6,1648.2900000000006,3,5,5,355,Loyal Customers
13192,10,4,1646.6400000000003,5,4,5,545,Champions
12867,52,3,1638.7699999999988,3,4,5,345,Loyal Customers
15480,150,2,1636.38,1,3,5,135,At Risk
12406,70,2,1629.1999999999998,2,3,5,235,At Risk
18168,6,7,1627.5499999999995,5,5,5,555,Champions
14092,2,6,1625.9200000000003,5,5,5,555,Champions
14493,10,3,1625.0500000000004,5,4,5,545,Champions
12523,28,6,1624.1500000000003,4,5,5,455,Champions
14855,85,1,1623.8000000000004,2,1,5,215,Lost
15955,56,3,1623.6300000000003,3,4,5,345,Loyal Customers
14442,43,2,1621.5500000000002,3,3,5,335,Loyal Customers
12976,49,4,1619.0200000000004,3,4,5,345,Loyal Customers
17876,77,2,1619.02,2,3,5,235,At Risk
13313,25,6,1618.2000000000005,4,5,5,455,Champions
17091,4,5,1615.3600000000004,5,5,5,555,Champions
14824,39,3,1614.6500000000003,3,4,5,345,Loyal Customers
16771,19,4,1612.6300000000008,4,4,5,445,Champions
15858,7,6,1611.449999999999,5,5,5,555,Champions
17644,58,5,1608.06,3,5,5,355,Loyal Customers
17884,3,11,1606.7299999999996,5,5,5,555,Champions
15518,38,5,1606.1199999999997,3,5,5,355,Loyal Customers
15607,18,8,1604.21,4,5,5,455,Champions
17049,67,3,1601.3099999999995,3,4,5,345,Loyal Customers
16308,18,2,1600.0,4,3,5,435,Loyal Customers
16722,29,5,1597.9300000000003,4,5,5,455,Champions
13993,10,5,1596.4300000000003,5,5,5,555,Champions
17028,55,3,1593.8300000000006,3,4,5,345,Loyal Customers
15712,18,4,1591.15,4,4,5,445,Champions
16242,26,3,1590.1000000000006,4,4,5,445,Champions
14341,4,6,1589.67,5,5,5,555,Champions
14857,31,3,1586.8210000000004,4,4,5,445,Champions
16400,45,4,1586.2800000000016,3,4,5,345,Loyal Customers
15249,25,3,1580.95,4,4,5,445,Champions
14944,78,3,1578.3,2,4,5,245,At Risk
12549,50,6,1575.68,3,5,5,355,Loyal Customers
13337,20,1,1575.2600000000002,4,1,5,415,New Customers
12662,23,5,1574.6899999999996,4,5,5,455,Champions
17068,3,9,1573.9099999999996,5,5,5,555,Champions
17640,4,3,1573.32,5,4,5,545,Champions
14388,23,4,1570.3500000000004,4,4,5,445,Champions
16933,112,3,1562.8600000000004,2,4,5,245,At Risk
13042,72,3,1556.5400000000004,2,4,5,245,At Risk
14221,25,3,1556.1499999999992,4,4,5,445,Champions
14626,36,4,1552.55,4,4,5,445,Champions
18145,23,4,1548.9600000000005,4,4,5,445,Champions
17738,20,7,1547.8699999999994,4,5,5,455,Champions
12705,8,1,1544.8699999999997,5,1,5,515,New Customers
17512,24,5,1539.7900000000004,4,5,5,455,Champions
14740,30,5,1535.44,4,5,5,455,Champions
17610,14,5,1529.4900000000014,5,5,5,555,Champions
14441,26,4,1518.2700000000004,4,4,5,445,Champions
14918,21,3,1507.87,4,4,5,445,Champions
13291,6,5,1504.1700000000003,5,5,5,555,Champions
13819,143,3,1502.0000000000002,1,4,5,145,At Risk
14540,21,5,1495.970000000001,4,5,5,455,Champions
16283,1,2,1495.3800000000022,5,3,5,535,Loyal Customers
14057,15,3,1488.5600000000002,5,4,5,545,Champions
15240,7,3,1482.7300000000002,5,4,5,545,Champions
17769,40,4,1482.6600000000003,3,4,5,345,Loyal Customers
16875,39,3,1482.3100000000002,3,4,5,345,Loyal Customers
15013,22,9,1481.84,4,5,5,455,Champions
16732,86,2,1472.88,2,3,5,235,At Risk
17550,52,4,1468.250000000001,3,4,5,345,Loyal Customers
16917,106,1,1466.3100000000004,2,1,5,215,Lost
15203,16,6,1464.7700000000004,5,5,5,555,Champions
18268,65,5,1464.73,3,5,5,355,Loyal Customers
13018,45,5,1464.3500000000004,3,5,5,355,Loyal Customers
16461,65,2,1463.8000000000015,3,3,5,335,Loyal Customers
13929,35,6,1462.52,4,5,5,455,Champions
15819,11,5,1458.2099999999996,5,5,4,554,Champions
16918,8,7,1457.8500000000008,5,5,4,554,Champions
17092,8,3,1454.3200000000002,5,4,4,544,Champions
16331,107,2,1452.1,2,3,4,234,At Risk
17672,115,2,1449.1600000000003,2,3,4,234,At Risk
17851,18,5,1448.9500000000007,4,5,4,454,Champions
17612,14,5,1447.500000000001,5,5,4,554,Champions
13543,108,2,1439.6100000000004,2,3,4,234,At Risk
14546,33,3,1438.2800000000018,4,4,4,444,Champions
16088,50,2,1437.43,3,3,4,334,Loyal Customers
13623,24,3,1434.09,4,4,4,444,Champions
14146,108,4,1433.61,2,4,4,244,At Risk
13975,24,3,1432.8999999999987,4,4,4,444,Champions
13764,43,3,1431.5,3,4,4,344,Loyal Customers
18095,53,2,1427.36,3,3,4,334,Loyal Customers
16202,28,6,1427.3499999999997,4,5,4,454,Champions
15623,30,4,1422.84,4,4,4,444,Champions
16466,26,4,1422.05,4,4,4,444,Champions
14451,1,6,1421.4200000000008,5,5,4,554,Champions
15581,1,16,1417.5200000000002,5,5,4,554,Champions
15312,56,5,1414.8900000000003,3,5,4,354,Loyal Customers
13571,15,7,1413.479999999999,5,5,4,554,Champions
16655,25,4,1410.55,4,4,4,444,Champions
17406,37,8,1408.9700000000005,4,5,4,454,Champions
12378,36,1,1407.6999999999998,4,1,4,414,New Customers
12429,20,2,1407.3600000000004,4,3,4,434,Loyal Customers
12986,6,5,1407.2200000000012,5,5,4,554,Champions
17191,2,5,1401.9000000000003,5,5,4,554,Champions
16841,6,4,1401.76,5,4,4,544,Champions
13230,5,8,1400.9300000000014,5,5,4,554,Champions
15569,5,3,1400.62,5,4,4,544,Champions
14852,15,4,1399.8300000000002,5,4,4,544,Champions
17603,92,3,1398.7600000000004,2,4,4,244,At Risk
13813,2,4,1398.61,5,4,4,544,Champions
16153,37,1,1395.9800000000005,4,1,4,414,New Customers
13131,29,3,1393.58,4,4,4,444,Champions
12600,52,6,1392.8100000000004,3,5,4,354,Loyal Customers
17602,1,6,1390.7500000000005,5,5,4,554,Champions
15750,16,4,1388.8900000000003,5,4,4,544,Champions
15326,83,4,1388.8099999999995,2,4,4,244,At Risk
13590,80,4,1388.7800000000002,2,4,4,244,At Risk
12374,62,1,1388.5400000000002,3,1,4,314,Needs Attention
16156,13,5,1387.8300000000002,5,5,4,554,Champions
13696,66,2,1386.2,3,3,4,334,Loyal Customers
14290,116,2,1385.11,2,3,4,234,At Risk
13503,22,4,1384.0700000000004,4,4,4,444,Champions
17346,13,5,1372.7400000000002,5,5,4,554,Champions
14147,45,3,1372.6,3,4,4,344,Loyal Customers
13736,19,2,1369.2999999999995,4,3,4,434,Loyal Customers
14625,66,3,1368.4200000000003,3,4,4,344,Loyal Customers
12533,102,2,1367.89,2,3,4,234,At Risk
16619,72,2,1364.9200000000003,2,3,4,234,At Risk
12863,22,3,1364.85,4,4,4,444,Champions
18257,35,2,1364.7500000000005,4,3,4,434,Loyal Customers
13711,53,6,1360.1200000000003,3,5,4,354,Loyal Customers
17596,9,5,1356.77,5,5,4,554,Champions
13753,72,3,1353.3100000000004,2,4,4,244,At Risk
12483,23,6,1353.1,4,5,4,454,Champions
17059,17,3,1352.790000000001,4,4,4,444,Champions
17673,25,4,1350.7800000000009,4,4,4,444,Champions
13527,68,3,1349.1600000000003,2,4,4,244,At Risk
15129,9,4,1344.45,5,4,4,544,Champions
14421,25,3,1344.13,4,4,4,444,Champions
14878,26,8,1341.56,4,5,4,454,Champions
13397,51,4,1339.34,3,4,4,344,Loyal Customers
12711,86,2,1339.0499999999995,2,3,4,234,At Risk
16485,67,3,1339.000000000001,3,4,4,344,Loyal Customers
17213,114,4,1337.9499999999998,2,4,4,244,At Risk
13783,44,3,1335.24,3,4,4,344,Loyal Customers
13102,15,3,1333.85,5,4,4,544,Champions
18069,32,4,1332.960000000001,4,4,4,444,Champions
16569,105,4,1331.0299999999995,2,4,4,244,At Risk
14295,4,3,1329.7500000000002,5,4,4,544,Champions
15614,101,1,1327.9800000000002,2,1,4,214,Lost
12500,82,6,1327.0400000000002,2,5,4,254,At Risk
13151,100,2,1322.87,2,3,4,234,At Risk
14461,57,3,1319.6100000000006,3,4,4,344,Loyal Customers
14766,26,1,1319.5299999999995,4,1,4,414,New Customers
13115,14,3,1319.0200000000002,5,4,4,544,Champions
17188,58,4,1318.9200000000003,3,4,4,344,Loyal Customers
14211,10,6,1318.5100000000002,5,5,4,554,Champions
17449,23,4,1318.1200000000003,4,4,4,444,Champions
13266,37,4,1317.72,4,4,4,444,Champions
14099,22,4,1317.5499999999993,4,4,4,444,Champions
16296,100,4,1313.67,2,4,4,244,At Risk
16190,1,4,1311.71,5,4,4,544,Champions
16620,36,3,1311.47,4,4,4,444,Champions
17829,129,1,1310.3000000000004,1,1,4,114,Lost
13485,36,4,1309.0500000000002,4,4,4,444,Champions
16563,4,3,1308.3599999999997,5,4,4,544,Champions
18272,22,3,1307.4000000000003,4,4,4,444,Champions
16894,9,2,1307.0600000000009,5,3,4,534,Loyal Customers
13769,16,5,1302.2000000000005,5,5,4,554,Champions
13979,50,4,1302.1100000000008,3,4,4,344,Loyal Customers
16383,63,2,1301.0600000000002,3,3,4,334,Loyal Customers
15862,35,7,1297.190000000002,4,5,4,454,Champions
18226,9,3,1296.0399999999995,5,4,4,544,Champions
14649,36,3,1295.2600000000004,4,4,4,444,Champions
17686,8,1,1294.87,5,1,4,514,New Customers
15059,25,6,1294.3500000000013,4,5,4,454,Champions
12727,22,2,1293.7500000000002,4,3,4,434,Loyal Customers
16854,114,1,1290.8100000000002,2,1,4,214,Lost
17505,25,3,1289.64,4,4,4,444,Champions
13870,56,2,1285.3999999999996,3,3,4,334,Loyal Customers
16992,7,3,1283.0300000000004,5,4,4,544,Champions
14713,28,6,1281.5100000000004,4,5,4,454,Champions
14555,1,3,1277.6400000000003,5,4,4,544,Champions
15051,8,3,1276.6299999999994,5,4,4,544,Champions
16208,46,3,1275.8099999999995,3,4,4,344,Loyal Customers
16883,1,10,1270.8100000000004,5,5,4,554,Champions
12349,45,2,1268.5199999999998,3,3,4,334,Loyal Customers
12809,40,2,1266.63,3,3,4,334,Loyal Customers
13183,15,3,1265.66,5,4,4,544,Champions
16057,130,2,1265.4300000000003,1,3,4,134,At Risk
17211,123,4,1263.0000000000002,1,4,4,144,At Risk
14068,77,3,1262.5200000000002,2,4,4,244,At Risk
17618,5,4,1260.2600000000011,5,4,4,544,Champions
13015,66,2,1259.8500000000004,3,3,4,334,Loyal Customers
14293,161,3,1259.35,1,4,4,144,At Risk
14215,162,2,1259.11,1,3,4,134,At Risk
12744,65,1,1252.9499999999996,3,1,4,314,Needs Attention
17287,31,9,1252.85,4,5,4,454,Champions
14653,25,4,1251.38,4,4,4,444,Champions
17069,56,2,1250.8300000000004,3,3,4,334,Loyal Customers
17552,22,5,1250.71,4,5,4,454,Champions
13069,3,3,1250.430000000001,5,4,4,544,Champions
16716,105,1,1248.48,2,1,4,214,Lost
14225,44,2,1247.4599999999998,3,3,4,334,Loyal Customers
12779,7,3,1246.84,5,4,4,544,Champions
16325,9,5,1243.2500000000005,5,5,4,554,Champions
17311,35,2,1242.4900000000005,4,3,4,434,Loyal Customers
17529,84,2,1240.25,2,3,4,234,At Risk
13156,142,2,1239.6,1,3,4,134,At Risk
16279,29,2,1237.26,4,3,4,434,Loyal Customers
15628,1,4,1236.6200000000006,5,4,4,544,Champions
17905,4,8,1236.4700000000005,5,5,4,554,Champions
15410,43,2,1234.88,3,3,4,334,Loyal Customers
14006,3,4,1234.4799999999998,5,4,4,544,Champions
16347,30,6,1234.000000000001,4,5,4,454,Champions
13756,1,5,1231.1399999999996,5,5,4,554,Champions
13823,113,3,1230.7400000000002,2,4,4,244,At Risk
13021,1,4,1230.6699999999998,5,4,4,544,Champions
12784,3,1,1230.3300000000002,5,1,4,514,New Customers
13330,40,2,1229.15,3,3,4,334,Loyal Customers
12725,45,2,1228.9500000000005,3,3,4,334,Loyal Customers
16303,43,2,1228.3400000000006,3,3,4,334,Loyal Customers
17539,92,4,1226.5700000000004,2,4,4,244,At Risk
15443,32,5,1224.9900000000002,4,5,4,454,Champions
15380,24,5,1224.26,4,5,4,454,Champions
14492,4,5,1223.62,5,5,4,554,Champions
15485,155,3,1222.92,1,4,4,144,At Risk
15248,8,1,1222.9099999999996,5,1,4,514,New Customers
17667,3,2,1221.7500000000005,5,3,4,534,Loyal Customers
13202,18,5,1221.6300000000003,4,5,4,454,Champions
17961,8,42,1221.620000000002,5,5,4,554,Champions
17426,85,3,1221.0500000000002,2,4,4,244,At Risk
16366,56,3,1220.83,3,4,4,344,Loyal Customers
13799,18,4,1219.33,4,4,4,444,Champions
14916,54,3,1218.81,3,4,4,344,Loyal Customers
14195,55,3,1215.4,3,4,4,344,Loyal Customers
15796,26,3,1215.2800000000002,4,4,4,444,Champions
12497,119,1,1211.7600000000002,2,1,4,214,Lost
14136,29,4,1210.97,4,4,4,444,Champions
12377,63,1,1210.96,3,1,4,314,Needs Attention
14466,22,5,1210.8500000000006,4,5,4,454,Champions
13495,100,3,1210.5100000000002,2,4,4,244,At Risk
16182,65,2,1209.0,3,3,4,334,Loyal Customers
17165,31,4,1208.9300000000003,4,4,4,444,Champions
16011,22,8,1208.5200000000002,4,5,4,454,Champions
15827,9,9,1207.9500000000007,5,5,4,554,Champions
15606,15,4,1207.1,5,4,4,544,Champions
16686,2,5,1206.550000000001,5,5,4,554,Champions
13077,14,4,1206.12,5,4,4,544,Champions
13855,71,3,1203.1,2,4,4,244,At Risk
14209,24,4,1201.6,4,4,4,444,Champions
12742,100,1,1201.5200000000002,2,1,4,214,Lost
15983,201,3,1199.59,1,4,4,144,At Risk
18170,14,4,1197.74,5,4,4,544,Champions
14936,58,2,1194.4800000000012,3,3,4,334,Loyal Customers
16450,58,2,1193.8100000000002,3,3,4,334,Loyal Customers
16631,10,5,1192.8700000000006,5,5,4,554,Champions
13878,22,3,1191.5300000000002,4,4,4,444,Champions
14257,122,1,1189.34,1,1,4,114,Lost
13371,106,1,1189.0100000000002,2,1,4,214,Lost
16161,7,9,1187.9100000000008,5,5,4,554,Champions
17414,8,3,1187.1999999999998,5,4,4,544,Champions
16147,45,2,1186.37,3,3,4,334,Loyal Customers
16209,17,2,1183.5,4,3,4,434,Loyal Customers
17954,25,6,1183.0900000000015,4,5,4,454,Champions
13526,212,2,1182.0000000000005,1,3,4,134,At Risk
14396,123,4,1180.9400000000014,1,4,4,144,At Risk
16860,10,2,1179.3200000000002,5,3,4,534,Loyal Customers
16409,74,3,1177.8100000000013,2,4,4,244,At Risk
15629,7,1,1176.1999999999998,5,1,4,514,New Customers
16271,26,2,1175.9900000000002,4,3,4,434,Loyal Customers
16098,1,5,1175.1999999999998,5,5,4,554,Champions
16197,3,6,1168.4800000000007,5,5,4,554,Champions
14101,42,2,1166.4400000000005,3,3,4,334,Loyal Customers
12474,19,4,1166.07,4,4,4,444,Champions
13871,23,3,1164.0000000000002,4,4,4,444,Champions
14844,80,1,1160.6600000000003,2,1,4,214,Lost
16163,21,3,1160.5300000000002,4,4,4,444,Champions
13459,99,2,1160.41,2,3,4,234,At Risk
17442,45,3,1160.15,3,4,4,344,Loyal Customers
13693,68,6,1160.0700000000002,2,5,4,254,At Risk
17679,107,4,1159.5000000000002,2,4,4,244,At Risk
12439,157,2,1158.1800000000003,1,3,4,134,At Risk
15027,38,4,1156.16,3,4,4,344,Loyal Customers
13481,63,3,1156.0400000000002,3,4,4,344,Loyal Customers
12916,82,2,1155.6200000000003,2,3,4,234,At Risk
12615,105,1,1155.4800000000002,2,1,4,214,Lost
15946,108,1,1155.02,2,1,4,214,Lost
16145,21,2,1154.2400000000002,4,3,4,434,Loyal Customers
17534,19,3,1151.5299999999995,4,4,4,444,Champions
14239,53,7,1150.4100000000003,3,5,4,354,Loyal Customers
12924,36,5,1147.9900000000002,4,5,4,454,Champions
16225,22,6,1147.8700000000003,4,5,4,454,Champions
14308,23,2,1147.02,4,3,4,434,Loyal Customers
13911,4,9,1145.29,5,5,4,554,Champions
17742,29,5,1144.5799999999997,4,5,4,454,Champions
17477,87,2,1144.3000000000004,2,3,4,234,At Risk
16326,12,7,1143.7000000000005,5,5,4,554,Champions
15329,16,5,1142.58,5,5,4,554,Champions
14869,137,2,1142.41,1,3,4,134,At Risk
17496,38,3,1141.84,3,4,4,344,Loyal Customers
14469,94,2,1141.47,2,3,4,234,At Risk
13421,10,4,1141.29,5,4,4,544,Champions
13650,1,3,1141.0600000000002,5,4,4,544,Champions
16176,2,3,1140.59,5,4,4,544,Champions
12935,4,5,1140.0300000000004,5,5,4,554,Champions
16549,21,7,1139.8100000000006,4,5,4,454,Champions
15586,67,3,1139.1,3,4,4,344,Loyal Customers
14744,37,4,1137.6999999999998,4,4,4,444,Champions
16143,50,3,1137.4900000000002,3,4,4,344,Loyal Customers
15722,77,3,1134.7900000000002,2,4,4,244,At Risk
14399,36,4,1134.0300000000002,4,4,4,444,Champions
12567,3,3,1131.7299999999998,5,4,4,544,Champions
13393,58,4,1131.45,3,4,4,344,Loyal Customers
12733,163,1,1130.2200000000005,1,1,4,114,Lost
17622,72,2,1130.2099999999998,2,3,4,234,At Risk
16365,10,4,1129.9700000000005,5,4,4,544,Champions
18258,20,3,1129.61,4,4,4,444,Champions
17941,65,3,1128.72,3,4,4,344,Loyal Customers
14671,23,2,1127.45,4,3,4,434,Loyal Customers
16717,43,3,1127.38,3,4,4,344,Loyal Customers
15366,25,3,1126.79,4,4,4,444,Champions
17338,10,3,1126.57,5,4,4,544,Champions
12503,58,1,1126.0,3,1,4,314,Needs Attention
12395,77,1,1125.4400000000005,2,1,4,214,Lost
15798,120,2,1124.66,1,3,4,134,At Risk
14917,71,2,1123.75,2,3,4,234,At Risk
16523,67,3,1123.23,3,4,4,344,Loyal Customers
12802,14,2,1120.9400000000005,5,3,4,534,Loyal Customers
13848,20,3,1120.0,4,4,4,444,Champions
15694,4,3,1118.42,5,4,4,544,Champions
16571,0,4,1117.9999999999998,5,4,4,544,Champions
14404,53,6,1114.29,3,5,4,354,Loyal Customers
15972,48,2,1113.8600000000004,3,3,4,334,Loyal Customers
13324,6,3,1113.02,5,4,4,544,Champions
15559,42,1,1109.4,3,1,4,314,Needs Attention
15456,44,5,1109.3499999999997,3,5,4,354,Loyal Customers
15916,32,4,1105.7,4,4,4,444,Champions
14909,38,2,1105.2800000000002,3,3,4,334,Loyal Customers
13611,9,4,1103.11,5,4,4,544,Champions
12712,42,4,1102.75,3,4,4,344,Loyal Customers
14292,63,2,1101.0300000000004,3,3,4,334,Loyal Customers
17822,34,2,1100.49,4,3,4,434,Loyal Customers
15381,15,2,1099.86,5,3,4,534,Loyal Customers
17063,65,3,1096.74,3,4,4,344,Loyal Customers
13092,21,4,1095.9500000000005,4,4,4,444,Champions
17314,39,5,1095.09,3,5,4,354,Loyal Customers
14676,4,3,1091.6400000000003,5,4,4,544,Champions
16791,23,4,1088.6,4,5,4,454,Champions
16393,16,4,1087.2899999999993,5,5,4,554,Champions
15173,8,5,1085.83,5,5,4,554,Champions
14825,1,6,1084.4800000000002,5,5,4,554,Champions
13443,27,5,1083.9199999999994,4,5,4,454,Champions
12820,38,4,1083.3000000000002,3,5,4,354,Loyal Customers
15967,17,5,1083.2300000000002,4,5,4,454,Champions
14408,35,3,1082.28,4,4,4,444,Champions
15546,81,2,1079.1,2,3,4,234,At Risk
14344,51,4,1076.1200000000003,3,5,4,354,Loyal Customers
18287,46,1,1071.61,3,1,4,314,Needs Attention
18151,33,3,1069.9899999999998,4,4,4,444,Champions
14235,44,2,1067.6599999999996,3,3,4,334,Loyal Customers
17180,21,5,1067.3900000000012,4,5,4,454,Champions
12813,52,2,1065.8,3,3,4,334,Loyal Customers
16094,13,3,1065.6999999999998,5,4,4,544,Champions
14935,94,1,1065.12,2,1,4,214,Lost
14316,21,4,1064.1,4,5,4,454,Champions
16719,25,4,1064.1,4,5,4,454,Champions
13969,17,5,1062.9700000000005,4,5,4,454,Champions
13074,91,3,1062.2399999999998,2,4,4,244,At Risk
15484,14,2,1061.6900000000005,5,3,4,534,Loyal Customers
18242,36,3,1060.3,4,4,4,444,Champions
16276,82,1,1057.36,2,1,4,214,Lost
15854,24,4,1056.8200000000004,4,5,4,454,Champions
16554,14,3,1053.6399999999996,5,4,4,544,Champions
14898,79,4,1050.3300000000006,2,5,4,254,At Risk
13775,65,1,1049.66,3,1,4,314,Needs Attention
17474,74,1,1047.0,2,1,4,214,Lost
16743,23,4,1044.2200000000005,4,5,4,454,Champions
17682,25,3,1042.7,4,4,4,444,Champions
16755,71,3,1041.91,2,4,4,244,At Risk
18260,5,4,1040.4,5,5,4,554,Champions
13995,28,5,1037.4,4,5,4,454,Champions
14233,64,2,1037.2000000000005,3,3,4,334,Loyal Customers
14307,101,3,1036.7600000000004,2,4,4,244,At Risk
13561,19,6,1036.7299999999998,4,5,4,454,Champions
14790,8,4,1035.44,5,5,4,554,Champions
15149,50,4,1033.81,3,5,4,354,Loyal Customers
15561,18,3,1033.6,4,4,4,444,Champions
14496,53,2,1031.7399999999998,3,3,4,334,Loyal Customers
13417,22,4,1028.66,4,5,4,454,Champions
15394,39,3,1027.66,3,4,4,344,Loyal Customers
12609,35,3,1025.7499999999998,4,4,4,444,Champions
16797,14,3,1023.8300000000004,5,4,4,544,Champions
17863,4,3,1022.2199999999998,5,4,4,544,Champions
17147,27,4,1020.91,4,5,4,454,Champions
12972,57,3,1019.0399999999998,3,4,4,344,Loyal Customers
17019,4,3,1018.6100000000004,5,4,4,544,Champions
12905,51,2,1018.42,3,3,4,334,Loyal Customers
12910,95,1,1017.96,2,1,4,214,Lost
17242,56,2,1016.94,3,3,4,334,Loyal Customers
13641,115,5,1016.47,2,5,4,254,At Risk
18252,23,5,1015.4200000000004,4,5,4,454,Champions
13039,58,4,1010.73,3,5,4,354,Loyal Customers
17460,29,6,1008.0700000000004,4,5,4,454,Champions
17802,73,3,1007.2,2,4,4,244,At Risk
15290,23,3,1007.04,4,4,4,444,Champions
15771,78,3,1006.54,2,4,4,244,At Risk
17588,24,2,1004.9299999999998,4,3,4,434,Loyal Customers
18057,78,2,1002.8100000000004,2,3,4,234,At Risk
14572,32,2,1001.85,4,3,4,434,Loyal Customers
14255,20,1,1000.63,4,1,4,414,New Customers
16003,100,3,997.27,2,4,4,244,At Risk
16087,84,3,997.24,2,4,4,244,At Risk
17685,37,2,995.56,4,3,4,434,Loyal Customers
16150,63,3,994.32,3,4,4,344,Loyal Customers
15252,51,2,992.8700000000003,3,3,4,334,Loyal Customers
15751,19,8,991.9699999999998,4,5,4,454,Champions
18215,1,2,990.85,5,3,4,534,Loyal Customers
13477,16,3,989.6799999999998,5,4,4,544,Champions
14564,210,1,989.18,1,1,4,114,Lost
15176,142,1,988.0400000000002,1,1,4,114,Lost
14817,75,2,987.38,2,3,4,234,At Risk
15141,8,5,987.1,5,5,4,554,Champions
16661,14,4,986.6300000000002,5,5,4,554,Champions
16570,44,2,986.4200000000004,3,3,4,334,Loyal Customers
15795,61,6,986.3800000000002,3,5,4,354,Loyal Customers
14643,92,3,986.08,2,4,4,244,At Risk
13059,3,4,984.68,5,5,4,554,Champions
17584,73,2,984.25,2,3,4,234,At Risk
14186,37,3,984.09,4,4,4,444,Champions
14695,206,2,984.0300000000002,1,3,4,134,At Risk
14538,5,3,982.59,5,4,4,544,Champions
15716,12,5,982.3600000000002,5,5,4,554,Champions
17994,25,3,980.9000000000008,4,4,4,444,Champions
18229,44,4,980.4,3,5,4,354,Loyal Customers
13719,11,3,980.14,5,4,4,544,Champions
17001,4,3,979.0700000000002,5,4,4,544,Champions
13031,28,1,978.2400000000004,4,1,4,414,New Customers
16012,4,1,975.3300000000004,5,1,4,514,New Customers
16510,97,3,974.9799999999998,2,4,4,244,At Risk
13253,178,1,974.39,1,1,4,114,Lost
14655,70,1,972.5400000000002,2,1,4,214,Lost
14047,49,2,970.4,3,3,4,334,Loyal Customers
17531,2,2,970.1200000000002,5,3,4,534,Loyal Customers
12625,71,1,969.6899999999998,2,1,4,214,Lost
18144,21,3,967.8,4,4,4,444,Champions
14064,49,4,967.1300000000002,3,5,4,354,Loyal Customers
13204,205,1,966.66,1,1,4,114,Lost
15182,38,2,963.5210000000004,3,3,4,334,Loyal Customers
14107,53,2,962.62,3,3,4,334,Loyal Customers
17018,52,3,962.6,3,4,4,344,Loyal Customers
16551,92,3,961.44,2,4,4,244,At Risk
16027,56,7,961.1,3,5,4,354,Loyal Customers
12675,28,2,958.5,4,3,4,434,Loyal Customers
14161,110,2,957.0999999999996,2,3,4,234,At Risk
15272,46,2,956.55,3,3,4,334,Loyal Customers
17096,4,2,955.5,5,3,4,534,Loyal Customers
15563,79,2,953.78,2,3,4,234,At Risk
14256,169,1,953.5000000000002,1,1,4,114,Lost
17190,24,3,953.42,4,4,4,444,Champions
13648,70,3,952.4,2,4,4,244,At Risk
16255,25,3,951.35,4,4,4,444,Champions
16086,23,3,950.86,4,4,4,444,Champions
14854,51,2,948.91,3,3,4,334,Loyal Customers
13110,30,4,947.6999999999998,4,5,4,454,Champions
15030,26,3,946.53,4,4,4,444,Champions
14327,104,3,945.32,2,4,4,244,At Risk
13728,34,5,945.0800000000004,4,5,4,454,Champions
12656,37,1,945.0,4,1,4,414,New Customers
15826,42,1,943.9699999999998,3,1,4,314,Needs Attention
13874,36,4,940.98,4,5,4,454,Champions
17365,53,3,940.95,3,4,4,344,Loyal Customers
13577,3,5,939.4700000000004,5,5,4,554,Champions
14896,119,4,938.9900000000004,2,5,4,254,At Risk
13750,19,3,938.52,4,4,4,444,Champions
17797,43,4,936.51,3,5,4,354,Loyal Customers
17020,16,2,935.6199999999998,5,3,4,534,Loyal Customers
14651,3,5,934.92,5,5,4,554,Champions
15062,21,2,932.59,4,3,4,434,Loyal Customers
16584,136,1,931.72,1,1,4,114,Lost
16124,58,2,931.64,3,3,4,334,Loyal Customers
12396,148,1,931.4299999999996,1,1,4,114,Lost
17293,17,5,930.89,4,5,4,454,Champions
14301,46,2,928.62,3,3,4,334,Loyal Customers
13916,15,3,928.4300000000002,5,4,4,544,Champions
16017,106,3,927.35,2,4,4,244,At Risk
17342,3,3,927.14,5,4,4,544,Champions
12853,25,2,924.04,4,3,4,434,Loyal Customers
15861,41,3,923.0700000000004,3,4,4,344,Loyal Customers
14032,157,3,922.98,1,4,4,144,At Risk
13872,1,3,919.5700000000002,5,4,4,544,Champions
13048,37,3,919.3499999999996,4,4,4,444,Champions
15494,203,1,917.76,1,1,4,114,Lost
12368,102,1,917.7,2,1,4,214,Lost
16612,39,2,916.97,3,3,4,334,Loyal Customers
